# https://nemnodes.org and whois results
# NEM
IP Address|Port|Version|OS|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
133.130.121.211|7890|0.6.97|Linux|7506|133.130.64.0/18|JP|apnic|1997-03-01|INTERQ GMO Internet,Inc, JP
133.130.123.50|7890|0.6.97|Linux|7506|133.130.64.0/18|JP|apnic|1997-03-01|INTERQ GMO Internet,Inc, JP
133.130.91.240|7890|0.6.97|Linux|7506|133.130.64.0/18|JP|apnic|1997-03-01|INTERQ GMO Internet,Inc, JP
133.167.106.40|7890|0.6.97|Linux|9371|133.167.0.0/16|JP|apnic|1997-03-01|SAKURA-C SAKURA Internet Inc., JP
133.167.120.125|7890|0.6.97|Linux|9371|133.167.0.0/16|JP|apnic|1997-03-01|SAKURA-C SAKURA Internet Inc., JP
133.167.127.119|7890|0.6.97|Linux|9371|133.167.0.0/16|JP|apnic|1997-03-01|SAKURA-C SAKURA Internet Inc., JP
133.167.99.123|7890|0.6.97|Linux|9371|133.167.0.0/16|JP|apnic|1997-03-01|SAKURA-C SAKURA Internet Inc., JP
134.122.74.202|7890|0.6.97|Linux|14061|134.122.64.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US
136.243.29.193|7890|0.6.97|Linux|24940|136.243.0.0/16|DE|ripencc|2004-04-14|HETZNER-AS, DE
136.243.4.23|7890|0.6.97|Linux|24940|136.243.0.0/16|DE|ripencc|2004-04-14|HETZNER-AS, DE
137.59.21.138|7890|0.6.95|Linux|45753|137.59.21.0/24|HK|apnic|2015-10-23|NETSEC-HK NETSEC, HK
137.74.196.7|7890|0.6.97|Linux|16276|137.74.0.0/16|FR|ripencc|1988-11-23|OVH, FR
138.201.118.129|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.154.90|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.155.194|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.155.195|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.155.196|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.155.197|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.155.198|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.157.245|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.157.246|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.157.247|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.157.248|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.157.249|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.186.71|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.201.84.40|7890|0.6.97|Linux|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
139.180.194.79|7890|0.6.97|Linux|20473|139.180.192.0/20|US|apnic|1993-04-08|AS-CHOOPA, US
139.99.168.68|7890|0.6.97|Linux|16276|139.99.128.0/17|CA|arin|2016-09-09|OVH, FR
142.93.101.216|7890|0.6.97|Linux|14061|142.93.96.0/20|US|arin|2018-07-12|DIGITALOCEAN-ASN, US
142.93.141.141|7890|0.6.97|Linux|14061|142.93.128.0/20|US|arin|2018-07-12|DIGITALOCEAN-ASN, US
142.93.183.5|7890|0.6.97|Linux|14061|142.93.176.0/20|US|arin|2018-07-12|DIGITALOCEAN-ASN, US
144.217.88.193|7890|0.6.97|Linux|16276|144.217.0.0/16|CA|arin|2016-09-07|OVH, FR
144.91.68.224|7890|0.6.97|Linux|51167|144.91.68.0/23|DE|ripencc|1990-11-20|CONTABO, DE
149.28.146.41|7890|0.6.97|Linux|20473|149.28.128.0/19|US|arin|2018-05-04|AS-CHOOPA, US
149.28.247.129|7890|0.6.97|Linux|20473|149.28.240.0/20|US|arin|2018-05-04|AS-CHOOPA, US
149.56.103.225|7890|0.6.97|Linux|16276|149.56.0.0/16|CA|arin|2016-02-09|OVH, FR
149.56.131.89|7890|0.6.97|Linux|16276|149.56.0.0/16|CA|arin|2016-02-09|OVH, FR
149.56.47.0|7890|0.6.97|Linux|16276|149.56.0.0/16|CA|arin|2016-02-09|OVH, FR
149.56.98.80|7890|0.6.97|Linux|16276|149.56.0.0/16|CA|arin|2016-02-09|OVH, FR
149.56.99.90|7890|0.6.97|Linux|16276|149.56.0.0/16|CA|arin|2016-02-09|OVH, FR
150.95.128.62|7890|0.6.97|Linux|7506|150.95.128.0/17|JP|apnic|1997-03-31|INTERQ GMO Internet,Inc, JP
150.95.131.241|7890|0.6.97|Linux|7506|150.95.128.0/17|JP|apnic|1997-03-31|INTERQ GMO Internet,Inc, JP
150.95.133.228|7890|0.6.97|Linux|7506|150.95.128.0/17|JP|apnic|1997-03-31|INTERQ GMO Internet,Inc, JP
150.95.145.117|7890|0.6.97|Linux|7506|150.95.128.0/17|JP|apnic|1997-03-31|INTERQ GMO Internet,Inc, JP
150.95.157.157|7890|0.6.97|Linux|7506|150.95.128.0/17|JP|apnic|1997-03-31|INTERQ GMO Internet,Inc, JP
153.122.115.170|7890|0.6.97|Linux|131921|153.122.112.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.112|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.86|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.88|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.89|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.90|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.92|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.93|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.94|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.95|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.13.96|7890|0.6.97|Linux|131921|153.122.0.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.53.148|7890|0.6.97|Linux|131921|153.122.48.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.60.153|7890|0.6.97|Linux|131921|153.122.48.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.84.98|7890|0.6.97|Linux|131921|153.122.80.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.85.116|7890|0.6.97|Linux|131921|153.122.80.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.122.86.21|7890|0.6.97|Linux|131921|153.122.80.0/20|JP|apnic|2011-03-02|GMOCL GMO CLOUD K.K., JP
153.126.157.201|7890|0.6.97|Linux|7684|153.126.128.0/17|JP|apnic|2011-03-02|SAKURA-A SAKURA Internet Inc., JP
153.126.157.53|7890|0.6.97|Linux|7684|153.126.128.0/17|JP|apnic|2011-03-02|SAKURA-A SAKURA Internet Inc., JP
153.126.160.85|7890|0.6.97|Linux|7684|153.126.128.0/17|JP|apnic|2011-03-02|SAKURA-A SAKURA Internet Inc., JP
153.126.183.39|7890|0.6.97|Linux|7684|153.126.128.0/17|JP|apnic|2011-03-02|SAKURA-A SAKURA Internet Inc., JP
153.126.186.201|7890|0.6.97|Linux|7684|153.126.128.0/17|JP|apnic|2011-03-02|SAKURA-A SAKURA Internet Inc., JP
153.127.10.142|7890|0.6.97|Linux|7684|153.127.0.0/17|JP|apnic|2011-03-02|SAKURA-A SAKURA Internet Inc., JP
153.127.8.45|7890|0.6.97|Linux|7684|153.127.0.0/17|JP|apnic|2011-03-02|SAKURA-A SAKURA Internet Inc., JP
155.138.151.251|7890|0.6.97|Linux|20473|155.138.128.0/19|US|arin|2018-12-05|AS-CHOOPA, US
157.230.248.135|7890|0.6.97|Linux|14061|157.230.240.0/20|US|arin|2018-08-22|DIGITALOCEAN-ASN, US
157.230.253.90|7890|0.6.97|Linux|14061|157.230.240.0/20|US|arin|2018-08-22|DIGITALOCEAN-ASN, US
157.245.57.97|7890|0.6.97|Linux|14061|157.245.48.0/20|US|arin|2019-05-09|DIGITALOCEAN-ASN, US
157.7.131.206|7890|0.6.97|Linux|7506|157.7.128.0/17|JP|apnic|1992-08-14|INTERQ GMO Internet,Inc, JP
157.7.135.123|7890|0.6.97|Linux|7506|157.7.128.0/17|JP|apnic|1992-08-14|INTERQ GMO Internet,Inc, JP
157.7.135.224|7890|0.6.97|Linux|7506|157.7.128.0/17|JP|apnic|1992-08-14|INTERQ GMO Internet,Inc, JP
157.7.196.200|7890|0.6.97|Linux|7506|157.7.128.0/17|JP|apnic|1992-08-14|INTERQ GMO Internet,Inc, JP
157.7.197.62|7890|0.6.97|Linux|7506|157.7.128.0/17|JP|apnic|1992-08-14|INTERQ GMO Internet,Inc, JP
157.7.198.84|7890|0.6.97|Linux|7506|157.7.128.0/17|JP|apnic|1992-08-14|INTERQ GMO Internet,Inc, JP
159.203.26.122|7890|0.6.97|Linux|14061|159.203.16.0/20|US|arin|2015-08-10|DIGITALOCEAN-ASN, US
159.203.4.151|7890|0.6.97|Linux|14061|159.203.0.0/20|US|arin|2015-08-10|DIGITALOCEAN-ASN, US
159.203.92.73|7890|0.6.97|Linux|14061|159.203.80.0/20|US|arin|2015-08-10|DIGITALOCEAN-ASN, US
159.65.69.195|7890|0.6.97|Linux|14061|159.65.64.0/20|US|arin|2017-10-24|DIGITALOCEAN-ASN, US
159.69.204.180|7890|0.6.97|Linux|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE
159.69.27.64|7890|0.6.97|Linux|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE
160.119.248.48|7890|0.6.97|Linux|37153|160.119.248.0/24|ZA|afrinic|2017-03-17|xneelo, ZA
160.119.248.49|7890|0.6.97|Linux|37153|160.119.248.0/24|ZA|afrinic|2017-03-17|xneelo, ZA
160.16.126.235|7890|0.6.97|Linux|9370|160.16.0.0/17|JP|apnic|1992-06-10|SAKURA-B SAKURA Internet Inc., JP
160.16.201.189|7890|0.6.97|Linux|9370|160.16.128.0/17|JP|apnic|1992-06-10|SAKURA-B SAKURA Internet Inc., JP
160.16.239.29|7890|0.6.97|Linux|9370|160.16.128.0/17|JP|apnic|1992-06-10|SAKURA-B SAKURA Internet Inc., JP
160.16.76.122|7890|0.6.97|Linux|9370|160.16.0.0/17|JP|apnic|1992-06-10|SAKURA-B SAKURA Internet Inc., JP
160.16.80.240|7890|0.6.97|Linux|9370|160.16.0.0/17|JP|apnic|1992-06-10|SAKURA-B SAKURA Internet Inc., JP
160.16.82.204|7890|0.6.97|Linux|9370|160.16.0.0/17|JP|apnic|1992-06-10|SAKURA-B SAKURA Internet Inc., JP
160.16.97.178|7890|0.6.97|Linux|9370|160.16.0.0/17|JP|apnic|1992-06-10|SAKURA-B SAKURA Internet Inc., JP
160.202.65.203|7890|0.6.97|Linux|46261|160.202.64.0/18|US|arin|2016-03-02|QUICKPACKET, US
160.202.65.204|7890|0.6.97|Linux|46261|160.202.64.0/18|US|arin|2016-03-02|QUICKPACKET, US
160.202.65.205|7890|0.6.97|Linux|46261|160.202.64.0/18|US|arin|2016-03-02|QUICKPACKET, US
163.172.149.188|7890|0.6.97|Linux|12876|163.172.0.0/16|GB|ripencc|1992-02-14|Online SAS, FR
163.44.168.183|7890|0.6.97|Linux|7506|163.44.160.0/20|JP|apnic|1992-07-24|INTERQ GMO Internet,Inc, JP
163.44.170.172|7890|0.6.97|Linux|7506|163.44.160.0/20|JP|apnic|1992-07-24|INTERQ GMO Internet,Inc, JP
163.44.170.40|7890|0.6.97|Linux|7506|163.44.160.0/20|JP|apnic|1992-07-24|INTERQ GMO Internet,Inc, JP
163.44.175.223|7890|0.6.97|Linux|7506|163.44.160.0/20|JP|apnic|1992-07-24|INTERQ GMO Internet,Inc, JP
165.22.180.103|7890|0.6.97|Linux|14061|165.22.176.0/20|US|arin|2018-10-16|DIGITALOCEAN-ASN, US
165.22.248.236|7890|0.6.97|Linux|14061|165.22.240.0/20|US|arin|2018-10-16|DIGITALOCEAN-ASN, US
165.22.55.62|7890|0.6.97|Linux|14061|165.22.48.0/20|US|arin|2018-10-16|DIGITALOCEAN-ASN, US
165.22.79.156|7890|0.6.97|Linux|14061|165.22.64.0/20|US|arin|2018-10-16|DIGITALOCEAN-ASN, US
165.22.91.135|7890|0.6.97|Linux|14061|165.22.80.0/20|US|arin|2018-10-16|DIGITALOCEAN-ASN, US
167.172.75.82|7890|0.6.97|Linux|14061|167.172.64.0/20|US|ripencc|1993-08-30|DIGITALOCEAN-ASN, US
167.179.73.254|7890|0.6.97|Linux|20473|167.179.64.0/18|US|apnic|1993-09-08|AS-CHOOPA, US
167.71.193.62|7890|0.6.97|Linux|14061|167.71.192.0/20|US|arin|2019-04-24|DIGITALOCEAN-ASN, US
167.71.32.72|7890|0.6.97|Linux|14061|167.71.32.0/20|US|arin|2019-04-24|DIGITALOCEAN-ASN, US
167.71.48.192|7890|0.6.97|Linux|14061|167.71.48.0/20|US|arin|2019-04-24|DIGITALOCEAN-ASN, US
167.86.95.114|7890|0.6.97|Linux|51167|167.86.94.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.95.115|7890|0.6.97|Linux|51167|167.86.94.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.96.227|7890|0.6.97|Linux|51167|167.86.96.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.96.231|7890|0.6.97|Linux|51167|167.86.96.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.99.248|7890|0.6.97|Linux|51167|167.86.98.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.88.178.113|7890|0.6.97|Linux|396105|167.88.178.0/24|CA|arin|2014-04-08|EN-15, CA
167.99.117.247|7890|0.6.97|Linux|14061|167.99.112.0/20|US|arin|2017-11-10|DIGITALOCEAN-ASN, US
167.99.216.145|7890|0.6.96|Linux|14061|167.99.208.0/20|US|arin|2017-11-10|DIGITALOCEAN-ASN, US
168.61.99.198|7890|0.6.97|Linux|8075|168.61.0.0/16|US|arin|2011-06-22|MICROSOFT-CORP-MSN-AS-BLOCK, US
172.105.90.191|7890|0.6.97|Linux|63949|172.105.64.0/19|US|arin|2015-06-19|LINODE-AP Linode, LLC, US
172.107.17.88|7890|0.6.97|Linux|7489|172.107.17.0/24|US|arin|2015-06-22|HOSTUS-GLOBAL-AS HostUS, HK
172.82.166.51|7890|0.6.97|Linux|46261|172.82.160.0/19|US|arin|2015-05-14|QUICKPACKET, US
172.82.166.52|7890|0.6.97|Linux|46261|172.82.160.0/19|US|arin|2015-05-14|QUICKPACKET, US
172.82.166.53|7890|0.6.97|Linux|46261|172.82.160.0/19|US|arin|2015-05-14|QUICKPACKET, US
172.82.183.171|7890|0.6.97|Linux|46261|172.82.160.0/19|US|arin|2015-05-14|QUICKPACKET, US
172.82.183.172|7890|0.6.97|Linux|46261|172.82.160.0/19|US|arin|2015-05-14|QUICKPACKET, US
172.82.183.173|7890|0.6.97|Linux|46261|172.82.160.0/19|US|arin|2015-05-14|QUICKPACKET, US
172.82.183.27|7890|0.6.97|Linux|46261|172.82.160.0/19|US|arin|2015-05-14|QUICKPACKET, US
172.82.183.28|7890|0.6.97|Linux|46261|172.82.160.0/19|US|arin|2015-05-14|QUICKPACKET, US
172.93.99.37|7890|0.6.97|Linux|23470|172.93.99.0/24|US|arin|2015-06-03|RELIABLESITE, US
173.212.238.176|7890|0.6.97|Linux|51167|173.212.224.0/20|DE|ripencc|2009-10-26|CONTABO, DE
173.249.19.109|7890|0.6.97|Linux|51167|173.249.18.0/23|DE|ripencc|2010-05-26|CONTABO, DE
173.249.58.188|7890|0.6.97|Linux|51167|173.249.58.0/23|DE|ripencc|2010-05-26|CONTABO, DE
176.223.130.50|7890|0.6.97|Linux|62282|176.223.128.0/20|LT|ripencc|2011-11-29|RACKRAY UAB Rakrejus, LT
176.223.136.243|7890|0.6.97|Linux|62282|176.223.128.0/20|LT|ripencc|2011-11-29|RACKRAY UAB Rakrejus, LT
176.223.143.185|7890|0.6.97|Linux|62282|176.223.128.0/20|LT|ripencc|2011-11-29|RACKRAY UAB Rakrejus, LT
176.9.210.0|7890|0.6.97|Linux|24940|176.9.0.0/16|DE|ripencc|2011-05-17|HETZNER-AS, DE
176.95.26.121|7890|0.6.97|Linux|3209|176.95.0.0/16|DE|ripencc|2011-07-11|VODANET International IP-Backbone of Vodafone, DE
178.254.23.3|7890|0.6.97|Linux|42730|178.254.0.0/19|DE|ripencc|2010-06-18|EVANZOAS, DE
178.254.31.95|7890|0.6.97|Linux|42730|178.254.0.0/19|DE|ripencc|2010-06-18|EVANZOAS, DE
178.62.215.171|7890|0.6.97|Linux|14061|178.62.192.0/18|EU|ripencc|2010-02-26|DIGITALOCEAN-ASN, US
178.63.217.66|7890|0.6.97|Linux|24940|178.63.0.0/16|DE|ripencc|2010-03-02|HETZNER-AS, DE
178.63.217.67|7890|0.6.97|Linux|24940|178.63.0.0/16|DE|ripencc|2010-03-02|HETZNER-AS, DE
178.63.217.68|7890|0.6.97|Linux|24940|178.63.0.0/16|DE|ripencc|2010-03-02|HETZNER-AS, DE
178.63.217.69|7890|0.6.97|Linux|24940|178.63.0.0/16|DE|ripencc|2010-03-02|HETZNER-AS, DE
178.63.236.96|7890|0.6.97|Linux|24940|178.63.0.0/16|DE|ripencc|2010-03-02|HETZNER-AS, DE
178.63.53.162|7890|0.6.97|Linux|24940|178.63.0.0/16|DE|ripencc|2010-03-02|HETZNER-AS, DE
178.63.53.167|7890|0.6.97|Linux|24940|178.63.0.0/16|DE|ripencc|2010-03-02|HETZNER-AS, DE
178.63.53.171|7890|0.6.97|Linux|24940|178.63.0.0/16|DE|ripencc|2010-03-02|HETZNER-AS, DE
18.136.199.32|7890|0.6.96|Linux|16509|18.136.0.0/16|US|arin|2018-06-29|AMAZON-02, US
18.177.105.155|7890|0.6.97|Linux|16509|18.176.0.0/15|US|arin|2018-06-29|AMAZON-02, US
18.191.109.28|7890|0.6.95|Linux|16509|18.191.0.0/16|US|arin|2018-06-29|AMAZON-02, US
185.122.56.89|7890|0.6.97|Linux|7489|185.122.56.0/24|EU|ripencc|2015-10-20|HOSTUS-GLOBAL-AS HostUS, HK
185.122.58.141|7890|0.6.97|Linux|7489|185.122.58.0/24|EU|ripencc|2015-10-20|HOSTUS-GLOBAL-AS HostUS, HK
185.122.59.225|7890|0.6.97|Linux|7489|185.122.59.0/24|EU|ripencc|2015-10-20|HOSTUS-GLOBAL-AS HostUS, HK
185.162.248.183|7890|0.6.97|Linux|197540|185.162.248.0/22|DE|ripencc|2016-08-11|NETCUP-AS netcup GmbH, DE
185.162.249.229|7890|0.6.97|Linux|197540|185.162.248.0/22|DE|ripencc|2016-08-11|NETCUP-AS netcup GmbH, DE
185.162.249.8|7890|0.6.97|Linux|197540|185.162.248.0/22|DE|ripencc|2016-08-11|NETCUP-AS netcup GmbH, DE
185.170.112.71|7890|0.6.97|Linux|197540|185.170.112.0/22|DE|ripencc|2016-09-29|NETCUP-AS netcup GmbH, DE
185.170.114.165|7890|0.6.97|Linux|197540|185.170.112.0/22|DE|ripencc|2016-09-29|NETCUP-AS netcup GmbH, DE
185.175.46.207|7890|0.6.97|Linux|50340|185.175.46.0/23|RU|ripencc|2016-10-27|SELECTEL-MSK, RU
185.183.157.131|7890|0.6.97|Linux|197540|185.183.156.0/22|DE|ripencc|2016-12-28|NETCUP-AS netcup GmbH, DE
185.183.157.46|7890|0.6.97|Linux|197540|185.183.156.0/22|DE|ripencc|2016-12-28|NETCUP-AS netcup GmbH, DE
185.185.40.56|7890|0.6.97|Linux|40676|185.185.40.0/24|NL|ripencc|2017-01-10|AS40676, US
185.185.40.67|7890|0.6.97|Linux|40676|185.185.40.0/24|NL|ripencc|2017-01-10|AS40676, US
185.185.40.87|7890|0.6.97|Linux|40676|185.185.40.0/24|NL|ripencc|2017-01-10|AS40676, US
185.233.105.153|7890|0.6.97|Linux|197540|185.233.104.0/22|DE|ripencc|2017-11-23|NETCUP-AS netcup GmbH, DE
185.233.106.200|7890|0.6.97|Linux|197540|185.233.104.0/22|DE|ripencc|2017-11-23|NETCUP-AS netcup GmbH, DE
185.233.107.77|7890|0.6.97|Linux|197540|185.233.104.0/22|DE|ripencc|2017-11-23|NETCUP-AS netcup GmbH, DE
185.243.112.27|7890|0.6.97|Linux|205406|185.243.112.0/24|NL|ripencc|2018-01-26|A2-AMS01 Access2.IT Group B.V., NL
185.81.164.219|7890|0.6.97|Linux|62282|185.81.164.0/22|LT|ripencc|2014-12-17|RACKRAY UAB Rakrejus, LT
188.166.218.221|7890|0.6.97|Linux|14061|188.166.208.0/20|NL|ripencc|2009-06-05|DIGITALOCEAN-ASN, US
188.166.235.219|7890|0.6.97|Linux|14061|188.166.224.0/20|NL|ripencc|2009-06-05|DIGITALOCEAN-ASN, US
188.166.30.239|7890|0.6.97|Linux|14061|188.166.0.0/18|NL|ripencc|2009-06-05|DIGITALOCEAN-ASN, US
188.40.182.192|7890|0.6.97|Linux|24940|188.40.0.0/16|DE|ripencc|2009-04-23|HETZNER-AS, DE
188.40.190.32|7890|0.6.97|Linux|24940|188.40.0.0/16|DE|ripencc|2009-04-23|HETZNER-AS, DE
188.40.21.224|7890|0.6.97|Linux|24940|188.40.0.0/16|DE|ripencc|2009-04-23|HETZNER-AS, DE
188.68.38.88|7890|0.6.97|Linux|197540|188.68.32.0/20|DE|ripencc|2009-08-25|NETCUP-AS netcup GmbH, DE
191.232.214.107|7890|0.6.97|Linux|8075|191.232.0.0/13|BR|lacnic|2013-09-11|MICROSOFT-CORP-MSN-AS-BLOCK, US
191.232.233.187|7890|0.6.97|Linux|8075|191.232.0.0/13|BR|lacnic|2013-09-11|MICROSOFT-CORP-MSN-AS-BLOCK, US
191.232.50.79|7890|0.6.97|Linux|8075|191.232.0.0/13|BR|lacnic|2013-09-11|MICROSOFT-CORP-MSN-AS-BLOCK, US
192.99.100.114|7890|0.6.97|Linux|16276|192.99.0.0/16|CA|arin|2013-06-17|OVH, FR
192.99.212.107|7890|0.6.97|Linux|16276|192.99.0.0/16|CA|arin|2013-06-17|OVH, FR
194.135.92.160|7890|0.6.97|Linux|62282|194.135.80.0/20|LT|ripencc|1995-02-06|RACKRAY UAB Rakrejus, LT
194.135.94.242|7890|0.6.97|Linux|62282|194.135.80.0/20|LT|ripencc|1995-02-06|RACKRAY UAB Rakrejus, LT
