# https://nemnodes.org and whois results
# NEM
IP Address|Port|Version|OS|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
195.128.100.224|7890|0.6.97|Linux|197540|195.128.100.0/22|DE|ripencc|2018-08-07|NETCUP-AS netcup GmbH, DE
195.181.243.57|7890|0.6.97|Linux|62282|195.181.240.0/21|LT|ripencc|1997-03-20|RACKRAY UAB Rakrejus, LT
195.181.247.55|7890|0.6.97|Linux|62282|195.181.240.0/21|LT|ripencc|1997-03-20|RACKRAY UAB Rakrejus, LT
195.201.110.220|7890|0.6.97|Linux|24940|195.201.0.0/16|DE|ripencc|1997-09-22|HETZNER-AS, DE
199.217.113.179|7890|0.6.97|Linux|30083|199.217.112.0/21|US|arin|2012-06-21|AS-30083-GO-DADDY-COM-LLC, US
202.176.184.192|7890|0.6.97|Windows 8.1|17552|202.176.184.0/24|TH|apnic|2004-01-15|TRUE-AS-AP True Internet Co.,Ltd., TH
202.182.122.41|7890|0.6.97|Linux|20473|202.182.112.0/20|US|apnic|2005-10-31|AS-CHOOPA, US
206.189.147.16|7890|0.6.97|Linux|14061|206.189.144.0/20|US|arin|1995-11-15|DIGITALOCEAN-ASN, US
207.148.111.38|7890|0.6.97|Linux|20473|207.148.96.0/20|US|apnic|1996-06-07|AS-CHOOPA, US
207.148.76.212|7890|0.6.97|Linux|20473|207.148.64.0/20|US|apnic|1996-06-07|AS-CHOOPA, US
207.148.97.182|7890|0.6.97|Linux|20473|207.148.96.0/20|US|apnic|1996-06-07|AS-CHOOPA, US
207.180.216.27|7890|0.6.97|Linux|51167|207.180.216.0/23|DE|ripencc|1996-08-21|CONTABO, DE
207.180.245.4|7890|0.6.97|Linux|51167|207.180.244.0/23|DE|ripencc|1996-08-21|CONTABO, DE
210.166.75.228|7890|0.6.95|Linux|7503|210.166.64.0/19|JP|apnic|1997-08-04|AIR Air Internet Service Co.,Ltd., JP
210.166.75.229|7890|0.6.95|Linux|7503|210.166.64.0/19|JP|apnic|1997-08-04|AIR Air Internet Service Co.,Ltd., JP
212.237.32.21|7890|0.6.95|Linux|31034|212.237.0.0/18|IT|ripencc|1998-09-25|ARUBA-ASN, IT
212.24.102.126|7890|0.6.97|Linux|62282|212.24.96.0/20|LT|ripencc|1999-08-16|RACKRAY UAB Rakrejus, LT
212.24.105.139|7890|0.6.97|Linux|62282|212.24.96.0/20|LT|ripencc|1999-08-16|RACKRAY UAB Rakrejus, LT
212.24.107.224|7890|0.6.97|Linux|62282|212.24.96.0/20|LT|ripencc|1999-08-16|RACKRAY UAB Rakrejus, LT
212.24.108.120|7890|0.6.97|Linux|62282|212.24.96.0/20|LT|ripencc|1999-08-16|RACKRAY UAB Rakrejus, LT
212.24.109.205|7890|0.6.97|Linux|62282|212.24.96.0/20|LT|ripencc|1999-08-16|RACKRAY UAB Rakrejus, LT
212.47.229.183|7890|0.6.97|Linux|12876|212.47.224.0/19|FR|ripencc|1999-10-26|Online SAS, FR
213.136.80.93|7890|0.6.97|Linux|51167|213.136.80.0/23|DE|ripencc|2000-02-28|CONTABO, DE
213.136.86.202|7890|0.6.97|Linux|51167|213.136.86.0/23|DE|ripencc|2000-02-28|CONTABO, DE
213.136.86.205|7890|0.6.97|Linux|51167|213.136.86.0/23|DE|ripencc|2000-02-28|CONTABO, DE
213.136.86.207|7890|0.6.97|Linux|51167|213.136.86.0/23|DE|ripencc|2000-02-28|CONTABO, DE
213.252.247.12|7890|0.6.97|Linux|61272|213.252.244.0/22|LT|ripencc|2003-05-07|IST-AS, LT
213.252.247.125|7890|0.6.97|Linux|61272|213.252.244.0/22|LT|ripencc|2003-05-07|IST-AS, LT
213.252.247.126|7890|0.6.97|Linux|61272|213.252.244.0/22|LT|ripencc|2003-05-07|IST-AS, LT
213.252.247.127|7890|0.6.97|Linux|61272|213.252.244.0/22|LT|ripencc|2003-05-07|IST-AS, LT
216.189.147.206|7890|0.6.97|Linux|7489|216.189.144.0/22|US|arin|2014-08-29|HOSTUS-GLOBAL-AS HostUS, HK
216.189.150.56|7890|0.6.97|Linux|7489|216.189.150.0/23|US|arin|2014-08-29|HOSTUS-GLOBAL-AS HostUS, HK
217.182.66.112|7890|0.6.97|Linux|16276|217.182.0.0/16|FR|ripencc|2001-03-02|OVH, FR
217.182.66.113|7890|0.6.97|Linux|16276|217.182.0.0/16|FR|ripencc|2001-03-02|OVH, FR
217.182.66.114|7890|0.6.97|Linux|16276|217.182.0.0/16|FR|ripencc|2001-03-02|OVH, FR
217.182.66.115|7890|0.6.97|Linux|16276|217.182.0.0/16|FR|ripencc|2001-03-02|OVH, FR
220.247.125.41|7890|0.6.97|Linux|2519|220.247.0.0/17|JP|apnic|2003-10-06|VECTANT ARTERIA Networks Corporation, JP
23.236.76.102|7890|0.6.97|Linux|134835|23.236.76.0/24|US|arin|2013-10-22|SNL-HK Starry Network Limited, HK
23.236.76.15|7890|0.6.97|Linux|134835|23.236.76.0/24|US|arin|2013-10-22|SNL-HK Starry Network Limited, HK
3.113.223.215|7890|0.6.97|Linux|16509|3.112.0.0/14|US|arin|2017-12-20|AMAZON-02, US
3.121.71.211|7890|0.6.97|Linux|16509|3.120.0.0/14|US|arin|2017-12-20|AMAZON-02, US
34.247.163.45|7890|0.6.97|Linux|16509|34.240.0.0/13|US|arin|2016-09-12|AMAZON-02, US
37.120.172.158|7890|0.6.97|Linux|197540|37.120.160.0/19|DE|ripencc|2012-02-13|NETCUP-AS netcup GmbH, DE
37.120.186.237|7890|0.6.97|Linux|197540|37.120.160.0/19|DE|ripencc|2012-02-13|NETCUP-AS netcup GmbH, DE
37.235.49.90|7890|0.6.97|Linux|50613|37.235.49.0/24|EU|ripencc|2012-04-16|THORDC-AS, IS
37.59.120.16|7890|0.6.97|Linux|16276|37.59.0.0/16|FR|ripencc|2012-01-16|OVH, FR
45.124.65.214|7890|0.6.97|Linux|36351|45.124.64.0/23|HK|apnic|2015-07-21|SOFTLAYER, US
45.124.65.248|7890|0.6.97|Linux|36351|45.124.64.0/23|HK|apnic|2015-07-21|SOFTLAYER, US
45.124.66.3|7890|0.6.97|Linux|36351|45.124.66.0/23|HK|apnic|2015-07-21|SOFTLAYER, US
45.124.66.5|7890|0.6.97|Linux|36351|45.124.66.0/23|HK|apnic|2015-07-21|SOFTLAYER, US
45.124.66.70|7890|0.6.97|Linux|36351|45.124.66.0/23|HK|apnic|2015-07-21|SOFTLAYER, US
45.32.180.29|7890|0.6.97|Linux|20473|45.32.176.0/21|US|arin|2015-02-17|AS-CHOOPA, US
45.32.23.207|7890|0.6.97|Linux|20473|45.32.16.0/21|US|arin|2015-02-17|AS-CHOOPA, US
45.32.254.135|7890|0.6.97|Linux|20473|45.32.248.0/21|US|arin|2015-02-17|AS-CHOOPA, US
45.32.38.131|7890|0.6.97|Linux|20473|45.32.32.0/19|US|arin|2015-02-17|AS-CHOOPA, US
45.58.49.191|7890|0.6.97|Linux|7489|45.58.48.0/22|US|arin|2015-02-02|HOSTUS-GLOBAL-AS HostUS, HK
45.63.107.13|7890|0.6.97|Linux|20473|45.63.104.0/21|US|arin|2015-01-02|AS-CHOOPA, US
45.63.98.203|7890|0.6.97|Linux|20473|45.63.96.0/21|US|arin|2015-01-02|AS-CHOOPA, US
45.76.115.70|7890|0.6.97|Linux|20473|45.76.112.0/20|US|arin|2015-04-24|AS-CHOOPA, US
45.76.12.206|7890|0.6.97|Windows Server 2016|20473|45.76.0.0/20|US|arin|2015-04-24|AS-CHOOPA, US
45.76.120.189|7890|0.6.97|Linux|20473|45.76.112.0/20|US|arin|2015-04-24|AS-CHOOPA, US
45.76.144.42|7890|0.6.97|Linux|20473|45.76.144.0/21|US|arin|2015-04-24|AS-CHOOPA, US
45.76.178.172|7890|0.6.97|Linux|20473|45.76.176.0/20|US|arin|2015-04-24|AS-CHOOPA, US
45.76.194.171|7890|0.6.97|Windows 10|20473|45.76.192.0/19|US|arin|2015-04-24|AS-CHOOPA, US
45.76.196.171|7890|0.6.97|Linux|20473|45.76.192.0/19|US|arin|2015-04-24|AS-CHOOPA, US
45.76.38.124|7890|0.6.97|Linux|20473|45.76.32.0/21|US|arin|2015-04-24|AS-CHOOPA, US
45.77.174.157|7890|0.6.97|Linux|20473|45.77.168.0/21|US|arin|2015-04-24|AS-CHOOPA, US
45.79.94.42|7890|0.6.97|Linux|63949|45.79.64.0/19|US|arin|2015-04-29|LINODE-AP Linode, LLC, US
46.101.125.128|7890|0.6.95|Linux|14061|46.101.96.0/19|NL|ripencc|2010-06-24|DIGITALOCEAN-ASN, US
46.252.24.18|7890|0.6.97|Linux|34011|46.252.24.0/24|DE|ripencc|2010-12-16|GD-EMEA-DC-CGN1, DE
46.38.254.30|7890|0.6.97|Linux|197540|46.38.252.0/22|DE|ripencc|2010-12-02|NETCUP-AS netcup GmbH, DE
46.4.162.96|7890|0.6.97|Linux|24940|46.4.0.0/16|DE|ripencc|2010-08-19|HETZNER-AS, DE
46.4.217.224|7890|0.6.97|Linux|24940|46.4.0.0/16|DE|ripencc|2010-08-19|HETZNER-AS, DE
47.254.128.67|7890|0.6.97|Linux|45102|47.254.128.0/19|US|arin|2016-04-15|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.254.133.1|7890|0.6.97|Linux|45102|47.254.128.0/19|US|arin|2016-04-15|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.254.148.56|7890|0.6.97|Linux|45102|47.254.128.0/19|US|arin|2016-04-15|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.88.174.110|7890|0.6.97|Linux|45102|47.88.128.0/18|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.88.230.169|7890|0.6.97|Linux|45102|47.88.192.0/18|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.90.206.223|7890|0.6.97|Linux|45102|47.90.192.0/18|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.90.208.8|7890|0.6.97|Linux|45102|47.90.192.0/18|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.91.72.121|7890|0.6.97|Linux|45102|47.91.64.0/20|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.91.73.206|7890|0.6.97|Linux|45102|47.91.64.0/20|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.91.78.2|7890|0.6.97|Linux|45102|47.91.64.0/20|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
49.12.108.156|7890|0.6.97|Linux|24940|49.12.0.0/16|DE|ripencc|2010-10-21|HETZNER-AS, DE
49.12.108.158|7890|0.6.97|Linux|24940|49.12.0.0/16|DE|ripencc|2010-10-21|HETZNER-AS, DE
5.189.145.181|7890|0.6.97|Linux|51167|5.189.144.0/20|DE|ripencc|2012-08-09|CONTABO, DE
5.252.179.58|7890|0.6.97|Linux|39798|5.252.179.0/24|MD|ripencc|2019-02-06|MIVOCLOUD, MD
50.16.174.223|7890|0.6.96|Linux|14618|50.16.0.0/16|US|arin|2010-10-07|AMAZON-AES, US
51.158.105.239|7890|0.6.97|Linux|12876|51.158.0.0/15|FR|ripencc|1993-09-01|Online SAS, FR
51.158.73.15|7890|0.6.97|Linux|12876|51.158.0.0/15|FR|ripencc|1993-09-01|Online SAS, FR
51.254.36.253|7890|0.6.97|Linux|16276|51.254.0.0/15|FR|ripencc|1993-09-01|OVH, FR
51.68.136.65|7890|0.6.97|Linux|16276|51.68.0.0/16|FR|ripencc|1993-09-01|OVH, FR
51.75.23.101|7890|0.6.97|Linux|16276|51.75.0.0/16|FR|ripencc|1993-09-01|OVH, FR
51.79.66.133|7890|0.6.97|Linux|16276|51.79.0.0/17|CA|arin|2019-01-10|OVH, FR
51.79.73.50|7890|0.6.97|Linux|16276|51.79.0.0/17|CA|arin|2019-01-10|OVH, FR
51.79.73.51|7890|0.6.97|Linux|16276|51.79.0.0/17|CA|arin|2019-01-10|OVH, FR
52.163.228.196|7890|0.6.97|Linux|8075|52.160.0.0/11|US|arin|2015-11-24|MICROSOFT-CORP-MSN-AS-BLOCK, US
52.192.92.251|7890|0.6.97|Linux|16509|52.192.0.0/15|US|arin|2015-09-02|AMAZON-02, US
52.194.244.165|7890|0.6.97|Linux|16509|52.194.0.0/15|US|arin|2015-09-02|AMAZON-02, US
52.194.53.237|7890|0.6.97|Linux|16509|52.194.0.0/15|US|arin|2015-09-02|AMAZON-02, US
52.198.151.33|7890|0.6.97|Linux|16509|52.196.0.0/14|US|arin|2015-09-02|AMAZON-02, US
52.2.187.5|7890|0.6.97|Linux|14618|52.2.0.0/15|US|arin|1991-12-19|AMAZON-AES, US
52.220.123.56|7890|0.6.97|Linux|16509|52.220.0.0/15|US|arin|2015-09-02|AMAZON-02, US
52.42.99.254|7890|0.6.97|Linux|16509|52.40.0.0/14|US|arin|2015-09-02|AMAZON-02, US
52.68.132.108|7890|0.6.97|Linux|16509|52.68.0.0/15|US|arin|1991-12-19|AMAZON-02, US
54.169.167.209|7890|0.6.97|Linux|16509|54.169.128.0/17|US|arin|2014-06-20|AMAZON-02, US
54.199.183.90|7890|0.6.97|Linux|16509|54.199.128.0/17|US|arin|2013-06-19|AMAZON-02, US
54.255.196.128|7890|0.6.96|Linux|16509|54.255.128.0/17|US|arin|2011-12-09|AMAZON-02, US
54.37.136.53|7890|0.6.97|Linux|16276|54.37.0.0/16|FR|ripencc|1992-03-17|OVH, FR
54.37.19.3|7890|0.6.97|Linux|16276|54.37.0.0/16|FR|ripencc|1992-03-17|OVH, FR
54.37.75.182|7890|0.6.97|Linux|16276|54.37.0.0/16|FR|ripencc|1992-03-17|OVH, FR
66.228.48.37|7890|0.6.97|Linux|63949|66.228.48.0/21|US|arin|2011-02-25|LINODE-AP Linode, LLC, US
66.42.53.38|7890|0.6.97|Linux|20473|66.42.48.0/20|US|apnic|2010-11-10|AS-CHOOPA, US
68.183.131.175|7890|0.6.97|Linux|14061|68.183.128.0/20|US|arin|2018-09-18|DIGITALOCEAN-ASN, US
68.183.155.14|7890|0.6.97|Linux|14061|68.183.144.0/20|US|arin|2018-09-18|DIGITALOCEAN-ASN, US
69.30.222.141|7890|0.6.97|Linux|32097|69.30.192.0/18|US|arin|2004-03-16|WII, US
69.30.222.142|7890|0.6.97|Linux|32097|69.30.192.0/18|US|arin|2004-03-16|WII, US
78.26.141.236|7890|0.6.96|Linux|34187|78.26.128.0/18|UA|ripencc|2007-08-29|RENOME-AS, UA
78.46.195.25|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.46.208.207|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.46.210.129|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.46.241.158|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.46.241.159|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.148.104|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.148.105|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.148.106|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.148.107|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.233.122|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.31.162|7890|0.6.93|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.64.33|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.64.34|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.64.35|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.64.36|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
78.47.69.246|7890|0.6.97|Linux|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
80.240.21.182|7890|0.6.97|Linux|20473|80.240.16.0/20|DE|ripencc|2005-08-12|AS-CHOOPA, US
81.104.9.94|7890|0.6.97|Windows 10|5089|81.104.0.0/15|GB|ripencc|2002-06-14|NTL, GB
82.202.162.62|7890|0.6.97|Linux|29182|82.202.162.0/23|RU|ripencc|2003-10-06|THEFIRST-AS, RU
85.10.248.125|7890|0.6.97|Linux|24940|85.10.192.0/18|DE|ripencc|2005-02-23|HETZNER-AS, DE
85.10.248.126|7890|0.6.97|Linux|24940|85.10.192.0/18|DE|ripencc|2005-02-23|HETZNER-AS, DE
85.214.147.237|7890|0.6.97|Linux|6724|85.214.0.0/15|DE|ripencc|2005-02-24|STRATO STRATO AG, DE
85.214.32.50|7890|0.6.97|Linux|6724|85.214.0.0/15|DE|ripencc|2005-02-24|STRATO STRATO AG, DE
88.119.176.69|7890|0.6.97|Linux|198651|88.119.176.0/24|LT|ripencc|2005-10-24|HOSTLINE, LT
88.198.116.16|7890|0.6.97|Linux|24940|88.198.0.0/16|DE|ripencc|2005-12-27|HETZNER-AS, DE
88.198.116.17|7890|0.6.97|Linux|24940|88.198.0.0/16|DE|ripencc|2005-12-27|HETZNER-AS, DE
88.198.116.18|7890|0.6.97|Linux|24940|88.198.0.0/16|DE|ripencc|2005-12-27|HETZNER-AS, DE
88.198.116.19|7890|0.6.97|Linux|24940|88.198.0.0/16|DE|ripencc|2005-12-27|HETZNER-AS, DE
88.198.116.20|7890|0.6.97|Linux|24940|88.198.0.0/16|DE|ripencc|2005-12-27|HETZNER-AS, DE
88.198.125.199|7890|0.6.97|Linux|24940|88.198.0.0/16|DE|ripencc|2005-12-27|HETZNER-AS, DE
88.198.23.236|7890|0.6.97|Linux|24940|88.198.0.0/16|DE|ripencc|2005-12-27|HETZNER-AS, DE
88.198.89.108|7890|0.6.96|Linux|24940|88.198.0.0/16|DE|ripencc|2005-12-27|HETZNER-AS, DE
88.208.3.195|7890|0.6.97|Linux|39572|88.208.0.0/18|NL|ripencc|2005-10-24|ADVANCEDHOSTERS-AS, NL
88.208.61.243|7890|0.6.97|Linux|39572|88.208.0.0/18|NL|ripencc|2005-10-24|ADVANCEDHOSTERS-AS, NL
88.99.87.132|7890|0.6.97|Linux|24940|88.99.0.0/16|DE|ripencc|2005-08-03|HETZNER-AS, DE
89.250.240.60|7890|0.6.97|Linux|41453|89.250.240.0/20|CZ|ripencc|2006-08-23|TRESTEL-CZ-ASN, CZ
89.250.243.166|7890|0.6.97|Linux|41453|89.250.240.0/20|CZ|ripencc|2006-08-23|TRESTEL-CZ-ASN, CZ
89.40.13.144|7890|0.6.97|Linux|62282|89.40.0.0/20|LT|ripencc|2005-11-29|RACKRAY UAB Rakrejus, LT
89.47.164.173|7890|0.6.97|Linux|62282|89.47.160.0/21|LT|ripencc|2005-11-29|RACKRAY UAB Rakrejus, LT
91.240.142.236|7890|0.6.97|Linux|59461|91.240.140.0/22|RU|ripencc|2012-06-28|ASBERLAYN, UA
94.130.163.244|7890|0.6.97|Linux|24940|94.130.0.0/16|DE|ripencc|2008-06-23|HETZNER-AS, DE
94.130.76.171|7890|0.6.97|Linux|24940|94.130.0.0/16|DE|ripencc|2008-06-23|HETZNER-AS, DE
94.16.112.237|7890|0.6.97|Linux|197540|94.16.112.0/21|DE|ripencc|2008-06-05|NETCUP-AS netcup GmbH, DE
94.176.237.211|7890|0.6.97|Linux|62282|94.176.232.0/21|LT|ripencc|2008-08-14|RACKRAY UAB Rakrejus, LT
95.216.109.128|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.126.32|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.140.25|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.211.107|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.211.70|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.212.242|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.214.46|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.215.55|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.218.41|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.219.251|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.220.134|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.223.49|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.230.96|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.255.64|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.46.146|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.46.155|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.79.224|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.84.32|7890|0.6.97|Linux|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.217.125.96|7890|0.6.97|Linux|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.217.48.96|7890|0.6.97|Linux|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.217.57.120|7890|0.6.97|Linux|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.217.71.192|7890|0.6.97|Linux|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.82.223.13|7890|0.6.97|Windows 7|12668|95.82.192.0/18|RU|ripencc|2008-12-12|MIRALOGIC-AS, RU
