# https://explorer.zel.cash/ and whois results
# Zel
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name|Payment Address|Publice Key
104.157.99.62|852|104.157.0.0/17|CA|arin|2014-07-15|ASN852, CA|t1T1RDAEQJFiJjNjye9JQLuk1wMgqfBQNEb|041d0a7784a090fd7cfca57e438971923e35f5caba96abb2dbdd629d8e4b57e1160f23fb760afd5aa28b085e268e314cd580a28dccdb9b37f46445afe34997874c
104.207.129.144|20473|104.207.128.0/23|US|arin|2014-10-01|AS-CHOOPA, US|t1QLVmzcj6oeDThk1znkhbrgz6WbvABYJWY|042fb4357104587a3bddf4deda6a298bb3523ee030f685bddce77e296c736ea4456502a410520c5b41a2e53b5bc5f9ca373bbcaa280a49ce1236065b6998f60a4a
104.237.129.61|63949|104.237.128.0/21|US|arin|2014-11-13|LINODE-AP Linode, LLC, US|t1ZNsuf8Uyq9JfoVbhUumX5SjnzPjXdPNAi|04d09d8e019f769d91b5b842a22a5c131677130f13c790f4b37330731c0edd32b1df0c7a58b1cbc25ecbc0d18a3784689a241bc9cb73c7d079467009c88d343ac7
108.173.77.79|852|108.173.0.0/16|CA|arin|2012-02-01|ASN852, CA|t1fSxgyYAWVXuUM441URo6uwbFRSSWY92QM|04fae4426ca2b82e1ed06fd06d20570d697e5cb2a205e901639574cd92fd7e63e8d8f90def3cba295fb48344c8a026629fac54bf622642bf6b09d4baee504d6154
116.202.22.239|24940|116.202.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1Hu98izi6uW7S8UJCs2zCgxB8sHSEL1tBa|048169b5eee1143e3a12fa258b2044440943b9bb3e8208408195b89ea3ed08ab656a1117c8b3afd99fc6ac9f9fc989043792473b9a0051a7cc9571fae2cab0fdb9
116.202.25.66|24940|116.202.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1WFZQ1maVi79AMqYzVyNSmgF7qLzEzm1Qw|04eaaa702c64c502848db046924b896044ccc0d3af7d87267653568bfb32cc22d8470b190590ad0fefadb2658b41ea912710e7847257c6d60d8e624954c53e18b9
116.203.159.64|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1MM9vxcjPFiQmE81drWK6eNTVDV7ZFTySD|04131f470e81596285d573924b84c563642930e34b5461b72df3d4cab33b7e98a8e726af922ecc295098a8ce2e758459052df0e029098ae2c3e51e6c0b80b55e9e
116.203.190.149|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1TsSDm3ySZKSR9VRGKG1fkngp55yJUU5jr|043fed8a197afb2cf658f659e1f26af73236f051e69859feeddbb557490657c305917343d9311ce484508942606baa6873a1bbf488ca29fd8ce73eba1dfdda5804
116.203.192.174|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1QD4ME7D96j5XViaxd5H5cearz5gRuXz7j|04b683d6c8752796e1394e98b3145dd1be214424d31a3847a4a4bc60e51243ee366273f21f1a2f20e1a2e18efec5bf2f60b8a61c7b16ef8261ced1613a41bfe00a
116.203.203.130|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1ReWptsAU2ZneKM7oycgKxyDSZqTGycR2X|045448eadd1de7fd7c3841647489e2dae477d7d1a3bf68283a7f9d91c5d2cce6429053c3ccdf3df1e4296f9f2538d66cd8d5053f3b0384cc972a85d67ca722017f
116.203.224.119|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1MeHxGyfFNbPyHNWykk4HBaq4oh3JjufBG|04e39167886d78ffe38d055100ea6d77c8c6855242aff8b8c0444dd929414b129af83d9ec8c4178afc9cc3e37490784f16230f95874ad193617a5fdb4d9867f6a7
116.203.255.246|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1fyGFCwQZ68ayVZVYQdxy79LhNB5DyEccy|04d81b095f88de3b508bfc01211a2041f83ceb75d92cbf52bea00668d66a8eee1a2e8143df2d39fdd8e32dfc9c6d0f3ca7ffefb0f712b9d6ffec561335a9899346
116.203.38.183|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1SvHZkHBPFUWpfvMB4MQ6Nu7TFXQwv8CsT|04ad283e0662ba3ce49057f35d260f8b08c6dcd0431360e4cc3dcec8505ab913483804e42fedc82859abca5c4336785ad524e6417c1fa9610c50420e2dfc1375e4
116.203.88.30|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|t1bSQ7tiVEWeWpR3fk5uU3XvfbHrgyxWAfj|0441e0bb64f2921be20be1e2baea32c7e4d054e2ec47f83dda473a93c90a685174f92b70c1c5c2e9d056f21a6030ffd54afb8abf1f6d2517f7adbda8c8bd0b3e34
128.199.92.4|14061|128.199.64.0/18|GB|ripencc|1999-04-12|DIGITALOCEAN-ASN, US|t1VfEDY7BrtrLfPKt1Ed9GjTZWDYrXbyCkV|0466fab701f62897e6815010a91e29c01e752d05e3c0ea3727f35c7427c8444a6cb97c06f184b7cc24ee1f60be46eceaba7d01909211684b79b94cf7c48105c3f5
134.122.106.192|14061|134.122.96.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|t1T4hXvPNgbxHwWV6LETSmZt1y9GWxYBgBY|042f60d6e6b1ea09e19c4e1b82410a408f955dc63fc93ecad507b2c26795a0f00c0d4b7866e5472c6a6b1ff4f8ecc2dbd964d3a6a5e52b78ccfc69090e2fc91150
134.122.26.16|14061|134.122.16.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|t1TDqzTom5qAK3GgrRQPAJKypZRrvsBmxm6|048d51a911dd6f8bb650c06f5ba20d3a510eaa4f9058a526e8bd6c212b74e19f104bd8462f2c80da54712c8a0fe23a306938e230a565fdd7650ba26cf1f7255415
134.122.54.138|14061|134.122.48.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|t1SSj72vtxki2z95Zez9589CE5rGfKWjMAM|046a3af1da9f74ffca2e43eb1afeb97a66db45bf3b732b353090b4e9fd86563cbde55b95e238774a21feb10ead127105a5f4bb7e2b7666b23dbf5d9d3d079f38c3
134.122.61.188|14061|134.122.48.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|t1fivqr539zQfpsNrFmERj23VBDJVh9UxCB|04cb4e7833146023ee67f7f8edcdac64b37c9431ce21b966fc6a5c512f3dcfabecf3ae5664f029d8bb66d5ec762047009f7cc3991439b3455a444fd430c83072e5
134.122.61.191|14061|134.122.48.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|t1dmaQFr53ndESstWXitdvGYeV97nRDpRd9|04137b757f5f209e1232f8dbb8a5821a28c318f63f677179eac2d59810ccea16ced3013229640b48f3cf135444c8da1f22bc30abee32c3e4a6e28a46d174814f90
134.122.61.194|14061|134.122.48.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|t1RvAKDVkPU4NdwhXYASfjyVTrAchwdb4Mk|044984e550397cd74a78c2ecf9838d708aa686d8c356ddbffa4dffa21eeed4f28ef299ed92160399eb094387e9b3c5857638fe9c4e12f62776b415f327e51b8770
134.122.87.82|14061|134.122.80.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|t1g67kMHsWYeJao7YBsb3vye1hkSEpJqFB6|04241f08eddea6a39abaf1655f41eed3940d3e8065d0bf5514871e6cdf0b47661db5acd10c3e4ac83a6ce04b61e723f05bf9e17602d75696af767143aaaa0a129c
134.122.88.0|14061|134.122.80.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|t1cKG9nP6CD13vV9erE5ayenRkbZMGGCm6J|045ab1a62c0b095d27ec78979e76e3ed00852e55cf91287c5ac58643c386a8466931ad016ed0a099bd424f64f55b9595d374278de0068cc88b7b81d258f54e1b47
134.122.97.60|14061|134.122.96.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|t1cKG9nP6CD13vV9erE5ayenRkbZMGGCm6J|044282bf1fc4c88b5f8b76ce1ab6a5fb03e1d14c6962fcad1f3999ea9f78d5f5208a2db9459130b12afa10b5b6f0aa5b44c200f52e99deba3d43bed76fa495a4c9
136.244.115.194|20473|136.244.112.0/20|US|arin|2019-04-08|AS-CHOOPA, US|t1YqWpveBRXfGW1hkbCDS8bjYEqZ7SPDD95|04817931eff7b8ed1740e3fce4c536f553e03ff4fc4b245d41218be28b6730c0e791e19ea9a75a2f0c847c90d4413a6d06fa58e9f1ea53753f6040970529ecb559
139.162.185.175|63949|139.162.160.0/19|NL|ripencc|1990-03-24|LINODE-AP Linode, LLC, US|t1cKG9nP6CD13vV9erE5ayenRkbZMGGCm6J|04232f6dc021560a2f12c642130cb129244fb1452efeffde7eb747baad06bf8a7a098f7d2e1ea3f44ef23ad5d879ab32af3cab93128d8d4999555a6f35c66892f3
139.180.198.45|20473|139.180.192.0/20|US|apnic|1993-04-08|AS-CHOOPA, US|t1L9WMCMGxUtjkM7Lye5Xnk7B5YTAMGUpyp|04ad7686e101db17cc9df8ce9918c07013f4708fd08be881bbe3b1ac9fe06b217b344719fa6b26cb3af663456a7893f574baa8eeaac90d86e9ca5d52ab5db43cfa
