# https://winexplorer.info and whois results
# WincashCoin
IP Address|Version|protocol|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
149.129.253.67|WINCASHCOIN Core:1.0.1|70918|45102|149.129.224.0/19|SG|apnic|1991-04-12|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
149.56.21.37|WINCASHCOIN Core:1.0.1|70918|16276|149.56.0.0/16|CA|arin|2016-02-09|OVH, FR
158.69.24.50|WINCASHCOIN Core:1.0.1|70918|16276|158.69.0.0/16|CA|arin|2015-06-15|OVH, FR
164.68.112.83|WINCASHCOIN Core:1.0.1|70918|51167|164.68.112.0/23|DE|ripencc|1992-12-17|CONTABO, DE
164.68.121.14|WINCASHCOIN Core:1.0.1|70918|51167|164.68.120.0/23|DE|ripencc|1992-12-17|CONTABO, DE
164.68.121.15|WINCASHCOIN Core:1.0.1|70918|51167|164.68.120.0/23|DE|ripencc|1992-12-17|CONTABO, DE
164.68.121.16|WINCASHCOIN Core:1.0.1|70918|51167|164.68.120.0/23|DE|ripencc|1992-12-17|CONTABO, DE
164.68.121.17|WINCASHCOIN Core:1.0.1|70918|51167|164.68.120.0/23|DE|ripencc|1992-12-17|CONTABO, DE
164.68.121.18|WINCASHCOIN Core:1.0.1|70918|51167|164.68.120.0/23|DE|ripencc|1992-12-17|CONTABO, DE
167.86.100.6|WINCASHCOIN Core:1.0.1|70918|51167|167.86.100.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.106.110|WINCASHCOIN Core:1.0.1|70918|51167|167.86.106.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.110.51|WINCASHCOIN Core:1.0.1|70918|51167|167.86.110.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.110.72|WINCASHCOIN Core:1.0.1|70918|51167|167.86.110.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.66.41|WINCASHCOIN Core:1.0.1|70918|51167|167.86.66.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.67.153|WINCASHCOIN Core:1.0.1|70918|51167|167.86.66.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.67.169|WINCASHCOIN Core:1.0.1|70918|51167|167.86.66.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.73.83|WINCASHCOIN Core:1.0.1|70918|51167|167.86.72.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.77.157|WINCASHCOIN Core:1.0.1|70918|51167|167.86.76.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.77.67|WINCASHCOIN Core:1.0.1|70918|51167|167.86.76.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.97.165|WINCASHCOIN Core:1.0.1|70918|51167|167.86.96.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.97.166|WINCASHCOIN Core:1.0.1|70918|51167|167.86.96.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.97.167|WINCASHCOIN Core:1.0.1|70918|51167|167.86.96.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.97.168|WINCASHCOIN Core:1.0.1|70918|51167|167.86.96.0/23|DE|ripencc|1993-05-14|CONTABO, DE
167.86.97.169|WINCASHCOIN Core:1.0.1|70918|51167|167.86.96.0/23|DE|ripencc|1993-05-14|CONTABO, DE
173.212.214.81|WINCASHCOIN Core:1.0.1|70918|51167|173.212.192.0/19|DE|ripencc|2009-10-26|CONTABO, DE
188.42.33.124|WINCASHCOIN Core:1.0.1|70918|7979|188.42.32.0/21|LU|ripencc|2009-04-27|SERVERS, US
207.180.236.193|WINCASHCOIN Core:1.0.1|70918|51167|207.180.236.0/23|DE|ripencc|1996-08-21|CONTABO, DE
207.180.237.118|WINCASHCOIN Core:1.0.1|70918|51167|207.180.236.0/23|DE|ripencc|1996-08-21|CONTABO, DE
207.180.237.21|WINCASHCOIN Core:1.0.1|70918|51167|207.180.236.0/23|DE|ripencc|1996-08-21|CONTABO, DE
207.180.240.210|WINCASHCOIN Core:1.0.1|70918|51167|207.180.240.0/23|DE|ripencc|1996-08-21|CONTABO, DE
207.180.250.147|WINCASHCOIN Core:1.0.1|70918|51167|207.180.250.0/23|DE|ripencc|1996-08-21|CONTABO, DE
207.180.251.21|WINCASHCOIN Core:1.0.1|70918|51167|207.180.250.0/23|DE|ripencc|1996-08-21|CONTABO, DE
207.180.251.22|WINCASHCOIN Core:1.0.1|70918|51167|207.180.250.0/23|DE|ripencc|1996-08-21|CONTABO, DE
207.180.252.54|WINCASHCOIN Core:1.0.1|70918|51167|207.180.252.0/23|DE|ripencc|1996-08-21|CONTABO, DE
207.180.252.90|WINCASHCOIN Core:1.0.1|70918|51167|207.180.252.0/23|DE|ripencc|1996-08-21|CONTABO, DE
209.250.236.157|WINCASHCOIN Core:1.0.1|70918|20473|209.250.232.0/21|EU|ripencc|2006-06-08|AS-CHOOPA, US
210.121.187.8|WINCASHCOIN Core:1.0.1|70918|4766|210.121.128.0/17|KR|apnic|1996-11-26|KIXS-AS-KR Korea Telecom, KR
213.167.79.24|WINCASHCOIN Core:1.0.1|70918|13173|213.167.64.0/19|GB|ripencc|2000-04-06|FORESHORE-AS, GB
45.32.237.192|WINCASHCOIN Core:1.0.1|70918|20473|45.32.232.0/21|US|arin|2015-02-17|AS-CHOOPA, US
45.76.83.102|WINCASHCOIN Core:1.0.1|70918|20473|45.76.80.0/20|US|arin|2015-04-24|AS-CHOOPA, US
45.77.54.241|WINCASHCOIN Core:1.0.1|70918|20473|45.77.52.0/22|US|arin|2015-04-24|AS-CHOOPA, US
50.18.103.199|WINCASHCOIN Core:1.0.1|70918|16509|50.18.64.0/18|US|arin|2010-10-07|AMAZON-02, US
51.91.82.3|WINCASHCOIN Core:1.0.1|70918|16276|51.91.0.0/16|FR|ripencc|1993-09-01|OVH, FR
61.75.61.129|WINCASHCOIN Core:1.0.1|70918|4766|61.72.0.0/13|KR|apnic|2000-12-12|KIXS-AS-KR Korea Telecom, KR
62.171.149.100|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.102|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.128|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.129|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.130|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.131|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.132|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.133|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.134|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.135|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.136|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.137|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.138|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.139|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.140|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.141|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.142|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.143|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.144|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.145|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.146|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.147|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.148|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.69|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.76|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.78|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.82|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.83|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.86|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.87|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.89|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.90|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.91|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.92|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.97|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.149.98|WINCASHCOIN Core:1.0.1|70918|51167|62.171.148.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.100|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.101|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.102|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.103|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.104|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.105|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.106|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.107|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.108|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.109|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.110|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.111|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.112|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.113|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.114|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.115|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.116|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.117|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.118|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.119|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.120|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.121|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.73|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.74|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.75|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.76|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.77|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.78|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.79|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.80|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.81|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.82|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.83|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.84|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.85|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.86|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.87|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.88|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.89|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.90|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.91|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.92|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.93|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.94|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.95|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.96|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.97|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.98|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
62.171.158.99|WINCASHCOIN Core:1.0.1|70918|51167|62.171.158.0/23|DE|ripencc|2000-08-18|CONTABO, DE
79.143.177.169|WINCASHCOIN Core:1.0.1|70918|51167|79.143.176.0/23|DE|ripencc|2010-01-08|CONTABO, DE
79.143.183.13|WINCASHCOIN Core:1.0.1|70918|51167|79.143.182.0/23|DE|ripencc|2010-01-08|CONTABO, DE
95.183.54.13|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.15|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.16|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.17|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.38|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.46|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.47|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.48|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.63|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.64|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.65|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.66|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.67|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.68|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.69|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.70|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.71|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.72|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.73|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.74|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.75|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.76|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.77|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.78|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.79|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.80|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.81|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.54.82|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.113|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.124|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.135|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.136|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.137|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.138|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.139|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.148|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.149|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.150|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.21|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.22|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.45|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.46|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.183.55.47|WINCASHCOIN Core:1.0.1|70918|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
